Term,Acad Group,Subject,Catalog Nbr,Course Title,Component,Units
Fall 2017,LSA Residential College,Humanities (RCHUMS),259,Music Improvisation,REC,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),260,Art of Dance,SEM,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),280,Intro Drama,REC,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),282,Drama&Interpret I,SEM,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),312,Cnt Eur Cinema,LEC,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),313,Russia/Ukraine Film,LEC,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),318,Critical Appr Lit,LEC,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),325,Creat Writ Tutorial,SEM,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),326,Tutor-Creat Writ B,SEM,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),330,The Arabian Nights,LEC,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),334,Topics in Humanities,SEM,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),341,Empowering Community,SEM,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),346,Art and Philosophy,SEM,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),347,Survey Russ Lit,LEC,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),364,Nietzsche's Last Yr,LEC,3
Fall 2017,LSA Residential College,Humanities (RCHUMS),381,Shakespeare,LEC,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),390,Period&Place Drama,SEM,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),425,Creative Writing,SEM,4
Fall 2017,LSA Residential College,Humanities (RCHUMS),426,Creative Writing,SEM,4
Fall 2017,LSA Residential College,Interdivisional (RCIDIV),350,Special Topics,LEC,1
Fall 2017,LSA Residential College,Interdivisional (RCIDIV),351,Special Topics,SEM,2
Fall 2017,LSA Residential College,Languages (RCLANG),154,Elementary Spanish,SEM,4
Fall 2017,LSA Residential College,Languages (RCLANG),190,Intensive French,LEC,8
Fall 2017,LSA Residential College,Languages (RCLANG),191,Intensive German,LEC,8
Fall 2017,LSA Residential College,Languages (RCLANG),193,Intensive Russian I,LEC,8
Fall 2017,LSA Residential College,Languages (RCLANG),194,Intensive Spanish,LEC,8
Fall 2017,LSA Residential College,Languages (RCLANG),195,Intensive Latin I,SEM,8
Fall 2017,LSA Residential College,Languages (RCLANG),196,Intensive Japanese I,REC,10
Fall 2017,LSA Residential College,Languages (RCLANG),204,SLIP I,IND,1
Fall 2017,LSA Residential College,Languages (RCLANG),290,Intensive French,LEC,8
Fall 2017,LSA Residential College,Languages (RCLANG),291,Intensive German,LEC,8
Fall 2017,LSA Residential College,Languages (RCLANG),294,Intensive Spanish,LEC,8
Fall 2017,LSA Residential College,Languages (RCLANG),304,Spanish in Community,IND,1
Fall 2017,LSA Residential College,Languages (RCLANG),306,SLIP II,LEC,3
Fall 2017,LSA Residential College,Languages (RCLANG),310,Accel Review-French,SEM,4
Fall 2017,LSA Residential College,Languages (RCLANG),314,Accel Review-Span,SEM,4
Fall 2017,LSA Residential College,Languages (RCLANG),320,Sem En Francais,SEM,4
Fall 2017,LSA Residential College,Languages (RCLANG),323,Russian Readings,SEM,4
Fall 2017,LSA Residential College,Languages (RCLANG),324,Readings in Spanish,SEM,4
Fall 2017,LSA Residential College,Languages (RCLANG),325,Reading Latin Drama,REC,4
Fall 2017,LSA Residential College,Natural Sciences (RCNSCI),202,Ecological Issues,LEC,4
Fall 2017,LSA Residential College,Natural Sciences (RCNSCI),419,Sus Energy Sys,LEC,3
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),211,Soc Sci&Env Probs,LEC,4
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),220,Political Econ,SEM,4
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),290,S Sci Basic Seminar,SEM,1
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),327,Medicine & Healing,LEC,4
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),357,Hist&Thry Punishment,LEC,4
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),360,Social Sci Jr Sem,SEM,3
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),365,Politics of Educ,SEM,4
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),390,Comm Learn in ESL,SEM,3
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),460,Social Sci Sr Sem,SEM,4
Fall 2017,LSA Residential College,Social Sciences (RCSSCI),461,Senior Seminar,SEM,3
Fall 2017,Law,Law (LAW),410,Clean Energy Law & Envt Const,SEM,2
Fall 2017,Law,Law (LAW),425,Topics in Criminal Law Theory,SEM,2
Fall 2017,Law,Law (LAW),429,Federal Prosecution & Defense,LAB,2
Fall 2017,Law,Law (LAW),432,Tax Plan for Real Estate Trans,LAB,2
Fall 2017,Law,Law (LAW),435,Law Firm Careers/Evolv Prof,SEM,3
Fall 2017,Law,Law (LAW),448,Business Planning,LAB,2
Fall 2017,Law,Law (LAW),456,Government Relations Practicum,LAB,2
Fall 2017,Law,Law (LAW),464,Human Dignity,SEM,2
Fall 2017,Law,Law (LAW),478,Policing and Public Safety,SEM,2
Fall 2017,Law,Law (LAW),479,Collective Bargain&Arbitration,LAB,2
Fall 2017,Law,Law (LAW),495,Negot Entrepreneurial Issues,LAB,2
Fall 2017,Law,Law (LAW),499,Private Equity,LAB,2
Fall 2017,Law,Law (LAW),500,Computer Crimes,LEC,3
Fall 2017,Law,Law (LAW),510,Civil Procedure,LEC,4
Fall 2017,Law,Law (LAW),515,Sales and Secured Financing,LEC,2
Fall 2017,Law,Law (LAW),518,Race and the Law,LEC,3
Fall 2017,Law,Law (LAW),519,UN & Other Int'l Orgs,LEC,3
Fall 2017,Law,Law (LAW),520,Contracts,LEC,4
Fall 2017,Law,Law (LAW),530,Criminal Law,LEC,4
Fall 2017,Law,Law (LAW),540,Introduction to Constitutional Law,LEC,4
Fall 2017,Law,Law (LAW),544,Narrative Skills and the Law,LEC,3
Fall 2017,Law,Law (LAW),569,Legislation and Regulation,LEC,4
Fall 2017,Law,Law (LAW),580,Torts,LEC,4
Fall 2017,Law,Law (LAW),593,Legal Practice Skills I,LEC,2
Fall 2017,Law,Law (LAW),594,Legal Practice Skills II,LEC,2
Fall 2017,Law,Law (LAW),598,Legal Pract:Writing & Analysis,LEC,1
Fall 2017,Law,Law (LAW),601,Administrative Law,LEC,4
Fall 2017,Law,Law (LAW),606,Transnational Law,LEC,3
Fall 2017,Law,Law (LAW),609,Employment Law,LEC,3
Fall 2017,Law,Law (LAW),612,Alternative Dispute Resolution,LAB,3
Fall 2017,Law,Law (LAW),614,Tax Procedure,LAB,2
Fall 2017,Law,Law (LAW),616,Bloodfeuds,LEC,3
Fall 2017,Law,Law (LAW),619,Int'l Cartel Enforcement,LAB,1
Fall 2017,Law,Law (LAW),631,Intro. to Const'l Law and American Legal Process,LEC,3
Fall 2017,Law,Law (LAW),634,Water Wars/Great Lakes,LEC,3
Fall 2017,Law,Law (LAW),637,Bankruptcy,LEC,3
Fall 2017,Law,Law (LAW),638,Electronic&Class Action Discov,LEC,3
Fall 2017,Law,Law (LAW),641,Crim Just: Invest&Police Prac,LEC,4
Fall 2017,Law,Law (LAW),644,Intro to Inc Tax of Business,LEC,3
Fall 2017,Law,Law (LAW),646,Chinese Constitutionalism,LEC,3
Fall 2017,Law,Law (LAW),654,Editing and Advocacy,LAB,2
Fall 2017,Law,Law (LAW),657,Enterprise Organization,LEC,4
Fall 2017,Law,Law (LAW),658,Entertainment Law,LEC,2
Fall 2017,Law,Law (LAW),664,European Union Law,LEC,3
Fall 2017,Law,Law (LAW),669,Evidence,LEC,4
Fall 2017,Law,Law (LAW),670,Gender Law and Policy,LEC,3
Fall 2017,Law,Law (LAW),671,Climate Change Law,LEC,3
Fall 2017,Law,Law (LAW),675,Federal Antitrust,LEC,3
Fall 2017,Law,Law (LAW),676,Contracting in Complex Transac,LAB,2
Fall 2017,Law,Law (LAW),677,Federal Courts,LEC,4
Fall 2017,Law,Law (LAW),686,Federal Indian Law,LEC,3
Fall 2017,Law,Law (LAW),691,International Tax,LEC,3
Fall 2017,Law,Law (LAW),693,Jurisdiction and Choice Of Law,LEC,4
Fall 2017,Law,Law (LAW),695,International Trade Law,LEC,3
Fall 2017,Law,Law (LAW),696,Rsrch and Analysis in Amer Law,LEC,1
Fall 2017,Law,Law (LAW),697,Intro to US Tax Law,LEC,1
Fall 2017,Law,Law (LAW),704,Connected/Autonom Vehicle Tech,LAB,3
Fall 2017,Law,Law (LAW),712,Negotiation,LAB,3
Fall 2017,Law,Law (LAW),717,International IP,LEC,3
Fall 2017,Law,Law (LAW),723,Corporate Lawyer: Law & Ethics,LEC,4
Fall 2017,Law,Law (LAW),724,International Refugee Law,LEC,3
Fall 2017,Law,Law (LAW),725,Securities Reg Practicum,LAB,2
Fall 2017,Law,Law (LAW),729,Innovation Platform,LAB,3
Fall 2017,Law,Law (LAW),730,Appellate Advoc:Skills & Pract,LAB,4
Fall 2017,Law,Law (LAW),731,Legal Ethics and Professional Responsibility,LEC,2
Fall 2017,Law,Law (LAW),734,Innovation / Complex Problems,LAB,2
Fall 2017,Law,Law (LAW),735,Public Control of Land Use,LEC,3
Fall 2017,Law,Law (LAW),743,Securities Regulation,LEC,4
Fall 2017,Law,Law (LAW),747,Taxation of Individual Income,LEC,4
Fall 2017,Law,Law (LAW),748,Art Law,LEC,3
Fall 2017,Law,Law (LAW),749,Corporate Taxation,LEC,4
Fall 2017,Law,Law (LAW),750,Corporate Reorganization,LEC,1
Fall 2017,Law,Law (LAW),751,Accounting for Lawyers,LEC,3
Fall 2017,Law,Law (LAW),753,Trial Practice,LAB,3
Fall 2017,Law,Law (LAW),754,Econ Integr/Resettled Refugees,LAB,3
Fall 2017,Law,Law (LAW),755,Trusts and Estates I,LEC,3
Fall 2017,Law,Law (LAW),756,Comparative Human Rights Law,LEC,3
Fall 2017,Law,Law (LAW),759,Housing America's Working Poor,LAB,3
Fall 2017,Law,Law (LAW),760,Trademarks and Unfair Competition,LEC,3
Fall 2017,Law,Law (LAW),762,Reproductive Justice,LEC,2
Fall 2017,Law,Law (LAW),774,Advanced Topics in Int'l Tax,LEC,1
Fall 2017,Law,Law (LAW),775,ID'ing Human Traff Victims,LAB,3
Fall 2017,Law,Law (LAW),790,Early Amer Legal History,LEC,3
Fall 2017,Law,Law (LAW),791,Environmental Crimes,LEC,3
Fall 2017,Law,Law (LAW),792,Sports Law,LEC,3
Fall 2017,Law,Law (LAW),794,Senior Judge Seminar II,SMA,2
Fall 2017,Law,Law (LAW),798,Adv Problem Solving Initiative,IND,1.00-3.00
Fall 2017,Law,Law (LAW),799,Senior Judge Seminar,SMA,2
Fall 2017,Law,Law (LAW),807,Public Interest Litigation,LAB,4
Fall 2017,Law,Law (LAW),808,Adv Topics in Statutory Interp,SEM,2
Fall 2017,Law,Law (LAW),811,International Project Finance,SEM,2
Fall 2017,Law,Law (LAW),818,Faking It,SEM,2
Fall 2017,Law,Law (LAW),827,Intellectual Property Workshop,SEM,2
Fall 2017,Law,Law (LAW),831,International Commercial Transactions,SEM,2
Fall 2017,Law,Law (LAW),834,Problems in Const'l Theory,SEM,2
Fall 2017,Law,Law (LAW),835,Law & Econ Development: India,SEM,2
Fall 2017,Law,Law (LAW),847,Civil Rights Advocacy,SEM,2
Fall 2017,Law,Law (LAW),851,Legal History Workshop,SEM,2
Fall 2017,Law,Law (LAW),857,Income Tax Treaties,SEM,2
Fall 2017,Law,Law (LAW),875,Sel Topics on 4th Amend Law,SEM,2
Fall 2017,Law,Law (LAW),883,Crafting a Career in the Law,SEM,1
Fall 2017,Law,Law (LAW),885,Mini-Seminar,SEM,1
Fall 2017,Law,Law (LAW),888,Global Animal Law,SEM,2
Fall 2017,Law,Law (LAW),892,Contract Theory,SEM,2
Fall 2017,Law,Law (LAW),900,Research,IND,1.00-12.00
Fall 2017,Law,Law (LAW),906,Int'l Transactions Clinic,CLN,4
Fall 2017,Law,Law (LAW),910,Child Advocacy Clinic,CLN,4
Fall 2017,Law,Law (LAW),911,Child Advocacy Clinic Seminar,CLN,3
Fall 2017,Law,Law (LAW),920,Civil-Criminal Litigation Clnc,CLN,4
Fall 2017,Law,Law (LAW),921,Civil-Criminal Litig Clnc Sem,CLN,3
Fall 2017,Law,Law (LAW),927,Crim Appellate Practice,CLN,3
Fall 2017,Law,Law (LAW),928,Criminal Appel Pract Field,CLN,1
Fall 2017,Law,Law (LAW),929,Child Welfare Appellate Clinic,CLN,5
Fall 2017,Law,Law (LAW),930,Environmental Law Clinic,CLN,7
Fall 2017,Law,Law (LAW),933,Low-Income Taxpayer Clinic,CLN,2
Fall 2017,Law,Law (LAW),934,Low-Income Taxpayer Clnc Field,CLN,3
Fall 2017,Law,Law (LAW),940,Full-time Externship,LAB,11
Fall 2017,Law,Law (LAW),941,Full-time Externship Seminar,SEM,1
Fall 2017,Law,Law (LAW),942,Law Practicum Research,IND,1.00-3.00
Fall 2017,Law,Law (LAW),945,Semester Study Abroad,LAB,9
Fall 2017,Law,Law (LAW),946,Semester Study Abroad Paper,IND,3
Fall 2017,Law,Law (LAW),949,Externship Paper,IND,1
Fall 2017,Law,Law (LAW),951,Human Trafficking Clinic,CLN,4
Fall 2017,Law,Law (LAW),954,Human Trafficking Clinic Sem,CLN,3
Fall 2017,Law,Law (LAW),955,Comm & Econ Develop Clinic,CLN,4
Fall 2017,Law,Law (LAW),956,Comm & Econ Develop Clinic Sem,CLN,3
Fall 2017,Law,Law (LAW),958,Pediatric  Advoc Clinic,CLN,4
Fall 2017,Law,Law (LAW),959,Pediatric Advoc Clinic Sem,CLN,3
Fall 2017,Law,Law (LAW),960,Detroit Litigation Advoc Wksh,LAB,1
Fall 2017,Law,Law (LAW),961,Detroit Litigation Advoc Sem,SEM,1
Fall 2017,Law,Law (LAW),966,Transactional Lab & Clinic,CLN,7
Fall 2017,Law,Law (LAW),972,Federal Appel Litig Clnc I,CLN,5
Fall 2017,Law,Law (LAW),973,Federal Appel Litig Clnc II,CLN,2
Fall 2017,Law,Law (LAW),974,Unemployment Insurance Clnc I,CLN,2
Fall 2017,Law,Law (LAW),975,Unemployment Insurance Clnc II,CLN,4
Fall 2017,Law,Law (LAW),976,Michigan Innocence Clinic,CLN,4
Fall 2017,Law,Law (LAW),977,Michigan Innocence Clinic Sem,CLN,3
Fall 2017,Law,Law (LAW),978,Veterans Legal Clinic,CLN,4
Fall 2017,Law,Law (LAW),979,Veterans Legal Clinic Seminar,CLN,3
Fall 2017,Law,Law (LAW),980,Advanced Clinical Law,IND,1.00-6.00
Fall 2017,Law,Law (LAW),990,Part-time Externship,LAB,2.00-4.00
Fall 2017,Law,Law (LAW),991,Part-time Externship Seminar,SEM,1
Fall 2017,Law,Law (LAW),992,Research: Special Projects,IND,1.00-3.00
Fall 2017,Law,Law (LAW),993,Entrepreneurship Clinic,CLN,4
Fall 2017,Law,Law (LAW),994,Entrepreneurship Clinic Seminar,CLN,3
Fall 2017,Law,Law (LAW),995,PublicSect K-12Educ Externship,LAB,7
Fall 2017,Law,Law (LAW),997,PublicSect K-12Educ Ext Sem,SEM,4
Fall 2017,Law,Law (LAW),998,PublicSect K-12Educ Ext Pract,LAB,2
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),103,Social Sci Seminar,SEM,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),104,Humanities Seminar,SEM,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),111,Intro Afr&Diaspora,LEC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),115,Elementary Swahili,REC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),200,Int African Studies,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),201,Intr Afr-Am Studies,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),202,Int Afro-Carib Stds,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),215,Intermed Swahili I,REC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),230,Af-Am His I,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),231,Af-Am Hst II,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),246,Africa to 1850,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),254,History of Hip Hop,LEC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),260,African Development,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),262,Mod Civl Rights Mov,LEC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),267,Relig in Afr Am Hist,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),271,Intr Afr-Am Lit,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),290,Select Blk World Std,SEM,2
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),290,Select Blk World Std,SEM,2
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),315,Advanced Swahili I,REC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),328,Women & Safe Sex,SEM,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),331,Wrl Blk Chld,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),333,Perspec Afroam Hist,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),336,Black Women U.S. I,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),356,Dem & Devt in Africa,LEC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),358,Black World Studies,SEM,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),359,African Politics,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),366,Music of Africa,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),381,Fictions & Feminisms,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),394,Professional Writing,SEM,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),400,Mus Afr Am,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),443,"Race, Gender&Health",SEM,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),444,Carib Cul I,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),450,"Law,Race&Hst Proc I",LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),453,Southern Africa,SEM,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),458,Black World Issues,SEM,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),460,Policy in Africa,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),480,Visual Culture Afr,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),495,Senior Seminar,SEM,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),510,Supervised Research,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),515,Elementary Swahili I,REC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),525,Intermediate Swahili I,REC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),535,Advanced Swahili I,REC,4
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),557,Mus Blk Amer,LEC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),629,Stdy Afr Hist,REC,3
Fall 2017,"Literature, Science & the Arts",Afroamerican & African Studies (AAS),890,Capstone Course,IND,3
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),100,What is an American?,LEC,4
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),102,First Year Sem,SEM,3
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),103,1st Yr Sem Am Stdy,SEM,3
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),204,Themes Amer Culture,SEM,3.00-4.00
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),205,Amer Cultures,LEC,3.00-4.00
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),213,Intro Latina/o Study,SEM,3
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),214,Asian/Pacif Amer St,LEC,3
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),215,Intro Arab-Amer Std,LEC,4
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),217,Intr Nat Amer Stds,LEC,4
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),221,Social Inequality,LEC,4
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),222,Elementary Ojibwe I,REC,3
Fall 2017,"Literature, Science & the Arts",American Culture (AMCULT),240,Intro Women Stdy,LEC,4
