Term,Acad Group,Subject,Catalog Nbr,Course Title,Component,Units
Fall 2017,"Music, Theatre & Dance",Music Education (MUSED),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Music, Theatre & Dance",Music Education (MUSED),995,Diss-Cand,IND,8
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),121,Intro Art of Music,LEC,4
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),139,Intro to Mus,LEC,2
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),239,History of Music,LEC,2
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),343,Music & Islam,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),345,History of Music,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),406,Special Course,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),407,Special Course,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),413,Topics Early Opera,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),423,20th C Music,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),450,Music in U S,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),457,Mus Afr Am,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),467,"MDE, IN, SE Asia Mus",LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),477,Medieval Music,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),481,Special Projects,IND,1.00-4.00
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),501,Intro Grad Study,SEM,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),506,Special Course,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),507,Special Course,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),509,Teach an Intro Music,SEM,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),513,Early Hist of Opera,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),523,20th C Music,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),547,Int Ethnomus,SEM,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),550,Music in U S,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),557,Mus Blk Amer,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),567,"MDE, IN, SE Asia Mus",LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),577,Medieval Music,LEC,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),581,Special Projects,IND,1.00-4.00
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),591,Musicol Thesis,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),592,Musicology Paper,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),622,Hst Mus Thry II,LEC,2.00-3.00
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),641,Early Renaiss Music,SEM,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),650,Music of U S,SEM,3
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),881,Special Readings,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),900,Preliminary Exam,IND,1
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Music, Theatre & Dance",Musicology (MUSICOL),995,Diss-Cand,IND,8
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),101,Outreach Perf Arts,LEC,1
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),200,Special Course,LEC,1
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),300,Video Game Music,LEC,2
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),401,Outreach Perf Arts,LEC,1
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),412,Yoga for Performers,REC,1
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),440,Senior Recital,IND,0
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),540,Masters Recital,IND,0
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),541,Mstr Chamber Recital,IND,0
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),550,Performance Seminar,SEM,1
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),591,Directed Perform,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),592,Pno Chamber Mus&Acc,SEM,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),640,Specialist Recital,IND,0
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),781,Prof&Acad Developmt,SEM,1.00-4.00
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),800,Chamber Music,IND,1.00-4.00
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),881,Large Ensemble,IND,1.00-4.00
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),882,Contemp Direct Ens,REC,1.00-2.00
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),891,Directed Perform,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),900,Preliminary Exam,IND,1
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Music, Theatre & Dance",Music Performance (MUSPERF),995,Diss-Cand,IND,8
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),123,Ballet Mus Thea I,LAB,2
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),133,Intro Mus Thtre I,LEC,2
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),151,Tap Dance I,LAB,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),207,Ind Study,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),235,Performance I,LAB,3
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),253,Dance Styles I,LAB,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),280,Prod Performance,LAB,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),323,Ballet Mus Thea III,LAB,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),335,Performance III,LAB,3
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),351,Tap Dance III,LAB,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),353,Dance Styles III,LAB,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),360,MT Song Rep,LAB,2
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),407,Independent Study,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),423,Ballet MT V,LAB,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),424,Ballet MT VI,LAB,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),435,Performance V,LAB,3
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),441,Hist Musical Theatr,LEC,3
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),443,Choreography,LAB,2
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),450,Dance Workshop,LEC,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),453,Dance Styles V,LAB,1
Fall 2017,"Music, Theatre & Dance",Musical Theatre (MUSTHTRE),480,Prod Performance,LAB,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),111,Performance,REC,2
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),239,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),339,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),340,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),439,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),440,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),500,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),539,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),540,Performance,IND,4.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),600,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Oboe (OBOE),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Opera (OPERA),340,Opera Wkshp I,LAB,2
Fall 2017,"Music, Theatre & Dance",Opera (OPERA),450,Opera Wkshp II,LAB,2
Fall 2017,"Music, Theatre & Dance",Opera (OPERA),455,Repertory & Prod,LAB,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Opera (OPERA),540,Opera Wkshp I,LAB,2
Fall 2017,"Music, Theatre & Dance",Opera (OPERA),550,Opera Wkshp II,LAB,2
Fall 2017,"Music, Theatre & Dance",Opera (OPERA),555,Repertory&Productn,LAB,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),150,Performance,IND,2
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),205,Organ Keyboard Tech,IND,2
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),206,Organ Keyboard Tech,IND,2
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),217,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),218,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),220,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),239,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),339,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),340,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),400,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),439,Performance,IND,4.00-6.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),440,Performance,IND,4.00-6.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),500,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),539,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),540,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),600,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Organ (ORGAN),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Organ Literature (ORGANLIT),481,Organ Lit&Des-1750,LEC,2
Fall 2017,"Music, Theatre & Dance",Organ Literature (ORGANLIT),581,Organ Lit to 1750,LEC,2
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),100,Res&Scholarship I,LEC,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),101,Frsh Sem Media Arts,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),201,Intro to Comp Mus,LAB,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),202,Computer Music,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),220,Songwriting Workshop,LEC,2
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),280,Sound Reinforcement,LAB,1
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),300,Res&Scholarship II,LEC,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),305,Video Game Music,LEC,2
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),331,Sound Record Prod I,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),380,Sound for Thtre,LAB,2
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),400,PAT Seminar,SEM,0.5
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),407,Direct Indiv Stdy,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),412,Digital Mus Ensemble,LEC,2
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),413,Elec Chamb Mus,LEC,2
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),422,Tech Ear Tr Crt Lstn,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),431,Studio Production I,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),451,Int Media Des I,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),462,Digital Sound Synth,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),481,Independent Stds,IND,1.00-4.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),490,Sr Thesis Seminar,SEM,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),498,Special Topics PAT,LEC,2.00-3.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),501,Intr to Computer Mus,LAB,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),507,Direct Indiv Study,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),510,Media Arts,SEM,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),512,Interdiscip Collab I,LAB,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),522,Tech Ear Tr Crt Lstn,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),531,Studio Production I,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),551,Int Media Des I,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),555,Elec Chamb Mus,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),562,Digital Sound Synth,LEC,3
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),581,Independ Std,IND,1.00-4.00
Fall 2017,"Music, Theatre & Dance",Performing Arts & Technology (PAT),590,Thesis,IND,1.00-9.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),139,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),140,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),217,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),218,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),220,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),239,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),240,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),339,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),340,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),400,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),439,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),440,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),446,Percussion Pedagogy,SEM,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),500,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),539,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),540,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),600,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Percussion (PERCUSS),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),100,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),110,Performance,REC,2
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),111,Performance,REC,2
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),112,Performance,REC,2
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),113,Performance,REC,2
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),205,Performance,REC,2
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),239,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),339,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),340,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),439,Performance,IND,2.00-5.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),440,Performance,IND,2.00-5.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),460,Piano Forum,LAB,1
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),539,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Piano (PIANO),540,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),401,Piano Technology,LEC,1.00-2.00
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),465,Ind Std Piano Tech,IND,2
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),487,Lit Piano Adv Stu,SEM,2
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),501,Piano Technology,LEC,1.00-2.00
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),565,Ind Std Pno Tech,IND,2
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),581,Piano Pedag-Intermd,SEM,3
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),583,Supervised Teaching,SEM,3
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),585,Coll&Adult Grp Tch,SEM,3
Fall 2017,"Music, Theatre & Dance",Piano Literature and Pedagogy (PIANOLP),588,Sur Piano Cham Mus,LAB,3
Fall 2017,"Music, Theatre & Dance",Sacred Music (SACREDMU),484,Service Playing,REC,2
Fall 2017,"Music, Theatre & Dance",Sacred Music (SACREDMU),584,Service Playing,REC,2
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),135,Intr Mus Thry,LEC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),137,Intro Mus Theory,LEC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),139,Bmus Aural Sk I,LAB,1
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),149,Bmus Wrtg Sk I,LEC,2
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),211,Basic Th at Keybd,REC,2
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),239,Bmus Aural Sk I I I,LAB,1
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),240,Bmus Aural Sk I V,LAB,1
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),249,Bmus Wrtg Sk I I I,LEC,2
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),250,Bmus Wrtg Sk I V,LEC,2
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),334,Soph Thry-Writn Skl,REC,2
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),407,Directed Indiv Stdy,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),408,Senior Project,IND,2
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),430,Adv Anl Tonal Music,LEC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),433,Analys 20C Mod Music,REC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),438,World Music Theory,LEC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),440,Species Cntrpt I,LEC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),442,18th C Counterpoint,REC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),454,Orchestration I,LEC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),460,Special Courses,LEC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),531,Schenk Thry&Anal I,SEM,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),533,Analysis of Mod Mus,REC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),537,Prosem Anal Music,SEM,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),538,Non-west & World Mus,REC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),542,18th C Counterpoint,REC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),560,Special Studies,LEC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),570,Directed Indiv Study,IND,1.00-4.00
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),590,Teaching Tonal Thry,REC,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),622,Hst Mus Thry II,LEC,2.00-3.00
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),805,Seminar in Theory,SEM,3
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),807,Research Project,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),900,Preliminary Exam,IND,1
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Music, Theatre & Dance",Theory (THEORY),995,Diss-Cand,IND,8
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),150,Performance,IND,2
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),217,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),218,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),220,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),239,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),339,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),340,Performance,IND,2.00-6.00
